        soln	      dist_x	        step	          pH	          pe	       Fe(2)	       Fe(3)	       Cu(1)	       Cu(2)	        S(6)	       S(-2)	        O(0)	     Calcite	   d_Calcite	Dolomite-dis	d_Dolomite-dis	      Gypsum	    d_Gypsum	    Tenorite	  d_Tenorite	 Brochantite	d_Brochantite	    Goethite	  d_Goethite	   Malachite	 d_Malachite	     Azurite	   d_Azurite	     Cuprite	   d_Cuprite	     Bornite	   d_Bornite	          Cu	        d_Cu	   Covellite	 d_Covellite	  Chalcocite	d_Chalcocite	      Pyrite	    d_Pyrite	Chalcopyrite	d_Chalcopyrite	si_Melanterite	    k_Pyrite	   dk_Pyrite	k_Chalcopyrite	dk_Chalcopyrite	
           1	         -99	         -99	           7	           4	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           1	         -99	           1	     7.80517	     12.7955	  7.8890e-23	  3.5717e-12	  1.0590e-21	  9.2109e-10	  2.5002e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  3.8649e-09	  3.8649e-09	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	    -24.0933	  2.0000e+00	 -2.9474e-09	  6.2500e-01	 -9.2107e-10	
           1	         0.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           2	         1.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           3	         2.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           4	         3.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           5	         4.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           6	         5.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           7	         6.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           8	         7.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
           9	         8.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          10	         9.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          11	        10.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          12	        11.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          13	        12.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          14	        13.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          15	        14.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          16	        15.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          17	        16.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          18	        17.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          19	        18.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          20	        19.5	           0	     7.80517	     12.7955	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.5001e-04	  0.0000e+00	  5.1049e-04	  3.0066e-01	  6.5754e-04	  2.9883e-01	 -1.1699e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	   -999.9990	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          21	        20.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          22	        21.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          23	        22.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          24	        23.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          25	        24.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          26	        25.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          27	        26.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          28	        27.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          29	        28.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          30	        29.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
          31	        30.5	           0	     10.0815	    -6.78236	  1.1517e-09	  1.4228e-11	  4.6981e-21	  2.8549e-27	  2.5003e-04	  3.5175e-07	  0.0000e+00	  3.0008e-01	  8.0511e-05	  2.9985e-01	 -1.4763e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  1.8654e-07	  1.8654e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  2.0000e+00	 -1.8770e-07	  6.2500e-01	  0.0000e+00	    -11.2274	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
